hours_worked,overtime_hours,projects_handled,meetings_count,workload_rating,deadline_pressure,productivity_rating,task_delay,breaks,break_duration,sick_days,leave_days,exhaustion_rating,travel,travel_enjoyment,family_time,social_satisfaction,commute_time,wlb_score,wlb_label
35-40,None,1,0-5,2.0,2.0,5.0,Rarely,4+,20-30,4+,None,1.0,3 trips,2.0,>15,5.0,>2h,726.7,GOOD
45-50,None,1,6-10,1.0,1.0,2.0,Never,2,<10,1,4+,2.0,2 trips,2.0,<3,2.0,<30,628.8,MODERATE
>50,None,2-3,>20,1.0,1.0,2.0,Never,1,<10,3,None,2.0,>3 trips,2.0,6-10,3.0,No commute,707.9,GOOD
<35,>15,2-3,>20,1.0,1.0,5.0,Never,4+,20-30,1,4+,1.0,1 trip,3.0,>15,5.0,>2h,719.7,GOOD
<35,6-10,>8,>20,2.0,2.0,4.0,Rarely,2,10-20,2,2,2.0,1 trip,2.0,6-10,3.0,1-2h,670.9,MODERATE
<35,>15,6-8,16-20,5.0,5.0,2.0,Always,2,<10,4+,2,4.0,1 trip,2.0,11-15,2.0,1-2h,623.1,MODERATE
35-40,None,6-8,6-10,3.0,3.0,4.0,Sometimes,2,20-30,4+,4+,3.0,1 trip,5.0,6-10,5.0,1-2h,696.0,MODERATE
45-50,11-15,4-5,11-15,2.0,2.0,2.0,Rarely,3,>45,2,1,2.0,2 trips,2.0,3-5,2.0,1-2h,665.2,MODERATE
40-45,None,6-8,>20,3.0,3.0,2.0,Sometimes,2,10-20,2,2,3.0,2 trips,4.0,>15,5.0,No commute,689.0,MODERATE
35-40,>15,4-5,11-15,5.0,5.0,2.0,Always,1,10-20,None,4+,5.0,1 trip,3.0,6-10,5.0,<30,667.1,MODERATE
40-45,None,>8,16-20,3.0,3.0,4.0,Sometimes,3,10-20,3,2,3.0,1 trip,3.0,6-10,4.0,<30,714.4,GOOD
45-50,None,2-3,0-5,2.0,2.0,2.0,Rarely,1,10-20,3,None,3.0,>3 trips,1.0,6-10,1.0,30-60,652.0,MODERATE
>50,>15,2-3,16-20,5.0,5.0,1.0,Always,1,10-20,None,3,5.0,>3 trips,2.0,3-5,5.0,No commute,617.2,MODERATE
<35,>15,>8,16-20,1.0,1.0,4.0,Never,1,>45,3,1,2.0,>3 trips,5.0,6-10,4.0,30-60,728.3,GOOD
40-45,11-15,>8,6-10,4.0,4.0,2.0,Often,2,<10,4+,3,4.0,No travel,1.0,6-10,2.0,>2h,653.7,MODERATE
35-40,>15,6-8,>20,3.0,3.0,1.0,Sometimes,3,10-20,1,1,3.0,>3 trips,5.0,3-5,2.0,30-60,655.6,MODERATE
40-45,11-15,2-3,16-20,3.0,3.0,2.0,Sometimes,3,20-30,4+,None,3.0,>3 trips,2.0,>15,2.0,1-2h,709.6,GOOD
>50,1-5,1,>20,5.0,5.0,2.0,Always,3,30-45,None,4+,4.0,2 trips,1.0,<3,5.0,<30,588.5,MODERATE
<35,1-5,>8,11-15,5.0,5.0,1.0,Always,None,20-30,3,4+,5.0,1 trip,1.0,<3,2.0,<30,559.2,MODERATE
40-45,>15,2-3,0-5,4.0,4.0,4.0,Often,2,<10,3,4+,4.0,>3 trips,1.0,6-10,5.0,<30,645.2,MODERATE
>50,None,2-3,0-5,3.0,3.0,4.0,Sometimes,3,<10,1,None,3.0,>3 trips,5.0,3-5,5.0,No commute,691.5,MODERATE
35-40,6-10,4-5,11-15,2.0,2.0,4.0,Rarely,3,>45,1,3,2.0,>3 trips,4.0,11-15,4.0,1-2h,748.4,GOOD
45-50,None,2-3,6-10,4.0,4.0,2.0,Often,1,<10,1,2,4.0,2 trips,4.0,11-15,4.0,30-60,607.6,MODERATE
35-40,>15,>8,11-15,5.0,5.0,1.0,Always,3,<10,4+,4+,4.0,No travel,1.0,6-10,2.0,>2h,564.7,MODERATE
<35,11-15,6-8,11-15,3.0,3.0,4.0,Sometimes,2,<10,None,2,3.0,3 trips,5.0,6-10,5.0,No commute,739.3,GOOD
35-40,None,2-3,6-10,1.0,1.0,2.0,Never,4+,20-30,None,3,1.0,1 trip,5.0,>15,5.0,>2h,706.2,GOOD
35-40,1-5,1,6-10,4.0,4.0,2.0,Often,2,>45,None,2,4.0,2 trips,2.0,3-5,5.0,No commute,680.0,MODERATE
35-40,>15,>8,16-20,4.0,4.0,2.0,Often,1,<10,4+,2,4.0,2 trips,1.0,>15,3.0,1-2h,673.9,MODERATE
35-40,None,6-8,>20,3.0,3.0,4.0,Sometimes,3,10-20,2,2,3.0,2 trips,4.0,6-10,2.0,No commute,673.0,MODERATE
<35,None,6-8,0-5,3.0,3.0,4.0,Sometimes,2,30-45,3,None,3.0,>3 trips,5.0,6-10,4.0,>2h,685.6,MODERATE
>50,11-15,>8,6-10,5.0,5.0,4.0,Always,3,10-20,4+,3,4.0,2 trips,4.0,6-10,2.0,No commute,699.1,MODERATE
40-45,11-15,6-8,6-10,1.0,1.0,3.0,Never,2,<10,None,2,2.0,3 trips,2.0,6-10,4.0,1-2h,663.2,MODERATE
45-50,11-15,1,16-20,4.0,4.0,2.0,Often,2,<10,4+,4+,4.0,2 trips,5.0,<3,5.0,<30,646.5,MODERATE
40-45,6-10,2-3,16-20,3.0,3.0,4.0,Sometimes,1,20-30,4+,4+,3.0,No travel,2.0,11-15,2.0,No commute,701.3,GOOD
40-45,>15,>8,>20,3.0,3.0,2.0,Sometimes,3,10-20,2,3,3.0,1 trip,4.0,>15,4.0,>2h,709.1,GOOD
45-50,>15,2-3,6-10,1.0,1.0,3.0,Never,2,20-30,1,None,2.0,>3 trips,2.0,6-10,5.0,>2h,714.7,GOOD
<35,1-5,2-3,6-10,3.0,3.0,3.0,Sometimes,None,20-30,None,2,4.0,1 trip,4.0,3-5,4.0,No commute,705.1,GOOD
45-50,1-5,6-8,16-20,3.0,3.0,2.0,Sometimes,2,<10,4+,None,3.0,1 trip,2.0,3-5,2.0,1-2h,620.1,MODERATE
<35,>15,>8,11-15,4.0,4.0,5.0,Often,2,Unknown,1,3,4.0,2 trips,2.0,>15,5.0,30-60,749.7,GOOD
40-45,None,2-3,>20,3.0,3.0,2.0,Sometimes,1,10-20,3,1,3.0,2 trips,2.0,11-15,4.0,<30,693.6,MODERATE
<35,>15,4-5,6-10,3.0,3.0,4.0,Sometimes,3,20-30,3,4+,3.0,>3 trips,2.0,>15,5.0,1-2h,717.2,GOOD
>50,6-10,1,0-5,1.0,1.0,4.0,Never,3,10-20,3,2,1.0,>3 trips,2.0,>15,5.0,30-60,720.4,GOOD
45-50,1-5,6-8,0-5,3.0,3.0,4.0,Sometimes,2,10-20,4+,2,3.0,1 trip,5.0,>15,4.0,>2h,676.4,MODERATE
>50,1-5,>8,16-20,4.0,4.0,4.0,Often,3,10-20,4+,3,3.0,>3 trips,5.0,6-10,2.0,No commute,712.7,GOOD
40-45,1-5,>8,0-5,2.0,2.0,4.0,Rarely,1,10-20,2,3,3.0,2 trips,1.0,6-10,5.0,>2h,680.7,MODERATE
45-50,>15,6-8,16-20,4.0,4.0,1.0,Often,3,<10,None,None,3.0,3 trips,1.0,<3,1.0,No commute,616.3,MODERATE
40-45,1-5,2-3,11-15,1.0,1.0,1.0,Never,4+,<10,1,4+,1.0,2 trips,1.0,>15,2.0,<30,616.1,MODERATE
>50,1-5,6-8,16-20,2.0,2.0,4.0,Rarely,2,<10,3,None,2.0,1 trip,5.0,>15,5.0,No commute,736.1,GOOD
40-45,>15,>8,6-10,4.0,4.0,2.0,Often,3,20-30,1,3,3.0,2 trips,4.0,6-10,3.0,>2h,681.3,MODERATE
45-50,None,4-5,0-5,4.0,4.0,2.0,Often,3,<10,2,4+,3.0,No travel,1.0,3-5,2.0,30-60,574.4,MODERATE
45-50,1-5,2-3,6-10,3.0,3.0,4.0,Sometimes,2,Unknown,3,3,3.0,3 trips,4.0,>15,5.0,30-60,713.4,GOOD
40-45,1-5,6-8,0-5,3.0,3.0,3.0,Sometimes,2,Unknown,1,None,3.0,3 trips,2.0,11-15,5.0,30-60,698.1,MODERATE
45-50,1-5,>8,0-5,1.0,1.0,2.0,Never,3,10-20,None,None,1.0,2 trips,5.0,>15,5.0,No commute,734.8,GOOD
45-50,6-10,>8,16-20,3.0,3.0,4.0,Sometimes,2,10-20,None,None,3.0,>3 trips,2.0,3-5,2.0,1-2h,629.5,MODERATE
40-45,>15,>8,>20,5.0,5.0,1.0,Always,None,<10,2,1,5.0,1 trip,2.0,<3,4.0,>2h,588.3,MODERATE
>50,1-5,4-5,0-5,4.0,4.0,1.0,Often,2,<10,1,None,4.0,>3 trips,2.0,3-5,3.0,>2h,644.4,MODERATE
45-50,6-10,2-3,0-5,4.0,4.0,4.0,Often,2,>45,2,2,4.0,2 trips,5.0,3-5,2.0,1-2h,667.1,MODERATE
45-50,None,6-8,>20,1.0,1.0,3.0,Never,3,Unknown,2,None,1.0,1 trip,5.0,3-5,5.0,30-60,724.7,GOOD
45-50,None,2-3,6-10,2.0,2.0,3.0,Rarely,3,>45,2,3,2.0,3 trips,5.0,3-5,2.0,30-60,704.3,GOOD
45-50,6-10,>8,0-5,4.0,4.0,4.0,Often,2,30-45,4+,None,4.0,1 trip,4.0,11-15,4.0,>2h,748.2,GOOD
40-45,None,4-5,16-20,1.0,1.0,5.0,Never,4+,Unknown,None,3,1.0,No travel,5.0,>15,5.0,No commute,786.2,GOOD
>50,11-15,4-5,>20,5.0,5.0,5.0,Always,4+,Unknown,4+,3,4.0,2 trips,5.0,>15,5.0,No commute,752.2,GOOD
>50,None,>8,>20,3.0,3.0,2.0,Sometimes,2,<10,4+,4+,3.0,2 trips,5.0,6-10,2.0,<30,607.0,MODERATE
<35,11-15,2-3,0-5,3.0,3.0,4.0,Sometimes,2,Unknown,None,1,3.0,>3 trips,1.0,>15,5.0,30-60,639.9,MODERATE
45-50,6-10,2-3,6-10,4.0,4.0,2.0,Often,1,<10,2,3,4.0,No travel,2.0,<3,3.0,>2h,633.3,MODERATE
45-50,11-15,4-5,6-10,4.0,4.0,5.0,Often,3,10-20,1,3,3.0,>3 trips,5.0,11-15,2.0,No commute,692.3,MODERATE
<35,None,1,11-15,1.0,1.0,4.0,Never,2,30-45,2,2,2.0,No travel,4.0,3-5,4.0,<30,701.9,GOOD
>50,1-5,4-5,11-15,1.0,1.0,4.0,Never,2,10-20,2,None,2.0,3 trips,2.0,6-10,1.0,1-2h,685.3,MODERATE
35-40,11-15,4-5,16-20,1.0,1.0,4.0,Never,2,10-20,4+,1,1.0,1 trip,2.0,11-15,2.0,No commute,675.1,MODERATE
35-40,None,6-8,0-5,1.0,1.0,4.0,Never,4+,<10,1,1,1.0,3 trips,4.0,3-5,2.0,No commute,677.3,MODERATE
>50,1-5,4-5,6-10,3.0,3.0,4.0,Sometimes,3,Unknown,None,4+,3.0,1 trip,5.0,11-15,2.0,>2h,726.3,GOOD
45-50,6-10,1,11-15,1.0,1.0,4.0,Never,3,30-45,3,3,1.0,>3 trips,5.0,6-10,5.0,30-60,753.5,GOOD
35-40,6-10,4-5,0-5,4.0,4.0,2.0,Often,2,<10,None,3,4.0,No travel,4.0,6-10,5.0,>2h,695.6,MODERATE
40-45,>15,2-3,0-5,1.0,1.0,4.0,Never,None,20-30,1,2,2.0,1 trip,3.0,>15,5.0,1-2h,693.4,MODERATE
40-45,6-10,6-8,6-10,1.0,1.0,4.0,Never,4+,10-20,None,1,1.0,3 trips,4.0,11-15,2.0,30-60,699.4,MODERATE
<35,>15,6-8,0-5,1.0,1.0,4.0,Never,4+,Unknown,4+,None,1.0,2 trips,5.0,6-10,2.0,>2h,739.9,GOOD
>50,6-10,4-5,>20,2.0,2.0,2.0,Rarely,2,30-45,1,4+,2.0,2 trips,1.0,3-5,1.0,No commute,635.9,MODERATE
>50,6-10,6-8,11-15,3.0,3.0,4.0,Sometimes,None,10-20,3,4+,4.0,2 trips,2.0,3-5,1.0,>2h,589.6,MODERATE
35-40,6-10,6-8,16-20,2.0,2.0,4.0,Rarely,3,10-20,3,4+,2.0,>3 trips,2.0,6-10,2.0,30-60,645.2,MODERATE
45-50,>15,4-5,11-15,5.0,5.0,4.0,Always,1,30-45,1,4+,5.0,3 trips,4.0,6-10,4.0,<30,684.1,MODERATE
>50,>15,1,0-5,1.0,1.0,5.0,Never,3,30-45,None,1,1.0,1 trip,2.0,>15,1.0,<30,716.1,GOOD
35-40,11-15,4-5,>20,2.0,2.0,4.0,Rarely,3,Unknown,3,3,2.0,3 trips,2.0,11-15,5.0,1-2h,737.8,GOOD
35-40,None,2-3,11-15,3.0,3.0,4.0,Sometimes,3,10-20,1,1,3.0,3 trips,2.0,6-10,2.0,>2h,653.5,MODERATE
>50,None,>8,6-10,3.0,3.0,2.0,Sometimes,1,20-30,1,None,3.0,>3 trips,2.0,6-10,2.0,No commute,660.1,MODERATE
35-40,None,1,>20,3.0,3.0,4.0,Sometimes,2,10-20,1,4+,3.0,1 trip,2.0,<3,2.0,1-2h,661.6,MODERATE
<35,6-10,4-5,11-15,2.0,2.0,4.0,Rarely,2,30-45,2,1,2.0,1 trip,4.0,3-5,5.0,1-2h,703.4,GOOD
<35,None,1,0-5,5.0,5.0,2.0,Always,1,<10,None,None,5.0,3 trips,4.0,6-10,2.0,1-2h,625.7,MODERATE
>50,>15,>8,6-10,1.0,1.0,2.0,Never,3,20-30,1,2,1.0,3 trips,4.0,6-10,2.0,30-60,703.2,GOOD
45-50,11-15,6-8,0-5,1.0,1.0,5.0,Never,3,10-20,1,4+,1.0,2 trips,2.0,6-10,2.0,<30,669.4,MODERATE
<35,1-5,6-8,0-5,2.0,2.0,5.0,Rarely,2,20-30,2,3,2.0,3 trips,2.0,11-15,2.0,30-60,690.2,MODERATE
<35,11-15,>8,6-10,5.0,5.0,3.0,Always,4+,<10,4+,3,4.0,No travel,4.0,6-10,1.0,<30,610.7,MODERATE
>50,None,6-8,>20,2.0,2.0,3.0,Rarely,2,Unknown,2,3,2.0,2 trips,3.0,6-10,4.0,>2h,665.4,MODERATE
40-45,None,1,11-15,5.0,5.0,2.0,Always,3,<10,1,None,4.0,No travel,4.0,<3,1.0,30-60,648.1,MODERATE
35-40,>15,6-8,>20,3.0,3.0,4.0,Sometimes,4+,Unknown,None,1,2.0,3 trips,1.0,>15,4.0,No commute,773.7,GOOD
<35,11-15,>8,6-10,1.0,1.0,4.0,Never,2,>45,2,4+,2.0,3 trips,2.0,<3,1.0,>2h,625.2,MODERATE
40-45,>15,>8,11-15,1.0,1.0,4.0,Never,1,10-20,1,4+,2.0,>3 trips,4.0,6-10,5.0,30-60,731.0,GOOD
45-50,>15,>8,6-10,3.0,3.0,2.0,Sometimes,1,20-30,None,4+,3.0,3 trips,4.0,6-10,3.0,No commute,652.2,MODERATE
40-45,1-5,2-3,16-20,3.0,3.0,4.0,Sometimes,None,>45,2,4+,4.0,>3 trips,2.0,3-5,5.0,>2h,699.6,MODERATE
>50,>15,1,16-20,4.0,4.0,2.0,Often,2,<10,3,2,4.0,>3 trips,1.0,3-5,2.0,>2h,592.3,MODERATE
45-50,>15,>8,>20,3.0,3.0,1.0,Sometimes,2,10-20,None,4+,3.0,1 trip,2.0,>15,4.0,No commute,625.4,MODERATE
45-50,1-5,1,6-10,1.0,1.0,2.0,Never,3,20-30,1,2,1.0,>3 trips,1.0,>15,5.0,No commute,724.6,GOOD
40-45,6-10,2-3,11-15,4.0,4.0,4.0,Often,3,30-45,None,1,3.0,1 trip,1.0,3-5,2.0,1-2h,676.6,MODERATE
>50,6-10,1,>20,2.0,2.0,2.0,Rarely,3,>45,None,3,2.0,1 trip,5.0,6-10,4.0,30-60,660.0,MODERATE
<35,1-5,4-5,16-20,4.0,4.0,2.0,Often,3,<10,1,2,3.0,2 trips,4.0,<3,5.0,<30,631.1,MODERATE
40-45,>15,2-3,16-20,3.0,3.0,2.0,Sometimes,3,10-20,3,3,3.0,1 trip,5.0,6-10,1.0,No commute,659.0,MODERATE
<35,None,2-3,16-20,1.0,1.0,4.0,Never,3,<10,None,3,1.0,2 trips,3.0,3-5,2.0,<30,703.2,GOOD
40-45,11-15,6-8,>20,5.0,5.0,4.0,Always,1,Unknown,1,None,5.0,2 trips,5.0,>15,5.0,1-2h,771.8,GOOD
<35,None,>8,11-15,1.0,1.0,2.0,Never,2,<10,None,2,2.0,2 trips,3.0,6-10,2.0,<30,687.9,MODERATE
40-45,None,2-3,16-20,1.0,1.0,4.0,Never,3,20-30,4+,4+,1.0,3 trips,4.0,6-10,3.0,No commute,716.8,GOOD
45-50,>15,1,>20,4.0,4.0,4.0,Often,1,30-45,3,None,4.0,>3 trips,2.0,11-15,5.0,30-60,710.4,GOOD
35-40,11-15,4-5,>20,5.0,5.0,4.0,Always,2,>45,4+,4+,4.0,>3 trips,4.0,3-5,2.0,<30,630.1,MODERATE
45-50,11-15,1,0-5,5.0,5.0,4.0,Always,3,Unknown,None,3,4.0,No travel,2.0,11-15,4.0,>2h,686.8,MODERATE
<35,6-10,1,0-5,2.0,2.0,4.0,Rarely,2,>45,3,None,2.0,No travel,2.0,3-5,3.0,<30,716.8,GOOD
>50,1-5,4-5,11-15,1.0,1.0,4.0,Never,3,20-30,1,4+,1.0,3 trips,4.0,6-10,2.0,1-2h,730.0,GOOD
45-50,>15,6-8,16-20,3.0,3.0,4.0,Sometimes,1,>45,4+,4+,3.0,1 trip,2.0,>15,4.0,1-2h,682.4,MODERATE
35-40,11-15,>8,0-5,1.0,1.0,2.0,Never,2,10-20,3,1,2.0,No travel,2.0,>15,4.0,No commute,738.0,GOOD
<35,>15,2-3,11-15,3.0,3.0,4.0,Sometimes,2,20-30,3,None,3.0,No travel,5.0,6-10,2.0,30-60,685.3,MODERATE
45-50,6-10,>8,0-5,4.0,4.0,2.0,Often,2,20-30,None,None,4.0,2 trips,5.0,11-15,5.0,<30,674.1,MODERATE
40-45,None,6-8,16-20,2.0,2.0,5.0,Rarely,3,>45,4+,3,2.0,No travel,2.0,>15,5.0,No commute,751.2,GOOD
>50,11-15,4-5,>20,1.0,1.0,4.0,Never,2,10-20,1,3,2.0,>3 trips,2.0,3-5,2.0,30-60,713.2,GOOD
<35,6-10,>8,16-20,4.0,4.0,3.0,Often,2,>45,2,None,4.0,2 trips,2.0,3-5,5.0,1-2h,696.4,MODERATE
45-50,>15,1,0-5,4.0,4.0,4.0,Often,3,>45,None,1,3.0,3 trips,2.0,11-15,5.0,<30,701.9,GOOD
<35,6-10,2-3,16-20,5.0,5.0,1.0,Always,2,20-30,3,1,4.0,3 trips,2.0,6-10,2.0,No commute,601.9,MODERATE
40-45,6-10,2-3,>20,3.0,3.0,3.0,Sometimes,2,10-20,4+,3,3.0,3 trips,3.0,11-15,2.0,<30,686.6,MODERATE
35-40,6-10,6-8,6-10,3.0,3.0,2.0,Sometimes,2,10-20,2,2,3.0,2 trips,5.0,>15,4.0,<30,700.0,GOOD
45-50,6-10,6-8,>20,5.0,5.0,1.0,Always,1,<10,3,4+,5.0,No travel,2.0,3-5,5.0,>2h,596.3,MODERATE
<35,6-10,4-5,0-5,4.0,4.0,2.0,Often,3,Unknown,4+,3,3.0,No travel,2.0,>15,5.0,1-2h,715.1,GOOD
<35,6-10,6-8,>20,2.0,2.0,2.0,Rarely,2,<10,4+,1,2.0,>3 trips,5.0,<3,1.0,30-60,662.6,MODERATE
<35,1-5,>8,11-15,1.0,1.0,4.0,Never,2,20-30,2,None,2.0,2 trips,5.0,11-15,2.0,1-2h,754.6,GOOD
35-40,>15,2-3,16-20,3.0,3.0,4.0,Sometimes,3,10-20,3,1,3.0,2 trips,2.0,3-5,4.0,No commute,635.4,MODERATE
<35,None,4-5,6-10,3.0,3.0,1.0,Sometimes,3,<10,2,None,3.0,>3 trips,1.0,<3,1.0,1-2h,582.1,MODERATE
>50,>15,6-8,6-10,5.0,5.0,1.0,Always,4+,10-20,1,3,4.0,No travel,1.0,11-15,2.0,No commute,622.9,MODERATE
>50,11-15,1,16-20,3.0,3.0,4.0,Sometimes,3,30-45,None,4+,3.0,No travel,5.0,6-10,2.0,1-2h,652.4,MODERATE
<35,11-15,2-3,16-20,1.0,1.0,4.0,Never,3,Unknown,None,4+,1.0,1 trip,4.0,11-15,3.0,No commute,772.2,GOOD
>50,>15,4-5,11-15,4.0,4.0,2.0,Often,2,>45,1,3,4.0,1 trip,1.0,<3,4.0,No commute,637.6,MODERATE
45-50,6-10,2-3,>20,3.0,3.0,3.0,Sometimes,3,Unknown,3,4+,3.0,1 trip,4.0,11-15,4.0,<30,745.7,GOOD
>50,1-5,>8,6-10,3.0,3.0,2.0,Sometimes,1,20-30,2,4+,3.0,1 trip,2.0,6-10,2.0,>2h,654.1,MODERATE
<35,None,6-8,0-5,1.0,1.0,2.0,Never,2,Unknown,None,2,2.0,No travel,4.0,6-10,5.0,>2h,715.9,GOOD
40-45,6-10,6-8,16-20,3.0,3.0,4.0,Sometimes,3,30-45,1,2,3.0,3 trips,2.0,11-15,2.0,<30,700.0,GOOD
45-50,>15,6-8,16-20,2.0,2.0,4.0,Rarely,3,>45,4+,2,2.0,2 trips,3.0,6-10,1.0,>2h,693.6,MODERATE
35-40,>15,1,6-10,1.0,1.0,4.0,Never,4+,<10,None,None,1.0,1 trip,1.0,<3,1.0,30-60,692.7,MODERATE
<35,1-5,>8,16-20,1.0,1.0,2.0,Never,1,Unknown,None,2,2.0,3 trips,1.0,11-15,5.0,<30,710.6,GOOD
35-40,1-5,1,6-10,5.0,5.0,1.0,Always,2,30-45,1,3,4.0,1 trip,1.0,>15,5.0,>2h,652.9,MODERATE
40-45,>15,>8,0-5,2.0,2.0,4.0,Rarely,2,30-45,2,2,2.0,>3 trips,5.0,>15,2.0,<30,743.1,GOOD
35-40,6-10,>8,0-5,4.0,4.0,4.0,Often,1,20-30,None,3,4.0,1 trip,2.0,>15,5.0,<30,665.2,MODERATE
<35,6-10,>8,6-10,3.0,3.0,2.0,Sometimes,2,20-30,2,2,3.0,>3 trips,4.0,6-10,5.0,<30,693.8,MODERATE
<35,6-10,6-8,16-20,1.0,1.0,3.0,Never,None,10-20,1,4+,2.0,2 trips,5.0,6-10,2.0,>2h,707.0,GOOD
40-45,None,6-8,11-15,1.0,1.0,5.0,Never,4+,<10,4+,2,1.0,1 trip,5.0,6-10,2.0,>2h,698.3,MODERATE
<35,None,6-8,11-15,5.0,5.0,4.0,Always,2,20-30,None,3,4.0,>3 trips,1.0,<3,4.0,30-60,628.2,MODERATE
40-45,6-10,1,>20,2.0,2.0,3.0,Rarely,2,20-30,2,3,2.0,2 trips,5.0,>15,5.0,<30,749.7,GOOD
40-45,>15,4-5,11-15,3.0,3.0,5.0,Sometimes,None,>45,2,3,4.0,1 trip,2.0,6-10,4.0,>2h,671.6,MODERATE
<35,1-5,>8,16-20,5.0,5.0,4.0,Always,None,<10,3,2,5.0,1 trip,2.0,3-5,3.0,30-60,664.3,MODERATE
>50,11-15,1,11-15,1.0,1.0,2.0,Never,3,20-30,2,None,1.0,No travel,2.0,<3,5.0,1-2h,695.7,MODERATE
40-45,1-5,6-8,>20,3.0,3.0,4.0,Sometimes,2,Unknown,2,3,3.0,3 trips,4.0,6-10,5.0,30-60,703.4,GOOD
<35,1-5,6-8,0-5,5.0,5.0,4.0,Always,4+,10-20,1,None,4.0,3 trips,5.0,<3,1.0,>2h,664.7,MODERATE
>50,11-15,4-5,6-10,4.0,4.0,2.0,Often,4+,10-20,2,2,3.0,2 trips,1.0,6-10,1.0,1-2h,639.7,MODERATE
40-45,6-10,6-8,11-15,4.0,4.0,1.0,Often,4+,10-20,3,None,3.0,>3 trips,1.0,<3,1.0,No commute,632.9,MODERATE
>50,1-5,>8,6-10,4.0,4.0,4.0,Often,2,10-20,4+,None,4.0,3 trips,3.0,<3,2.0,>2h,634.4,MODERATE
45-50,11-15,2-3,6-10,3.0,3.0,2.0,Sometimes,1,30-45,3,3,3.0,>3 trips,2.0,6-10,3.0,30-60,683.0,MODERATE
45-50,>15,6-8,0-5,3.0,3.0,4.0,Sometimes,3,10-20,4+,2,3.0,>3 trips,2.0,11-15,4.0,1-2h,672.4,MODERATE
>50,>15,4-5,>20,3.0,3.0,2.0,Sometimes,1,<10,None,3,3.0,3 trips,5.0,3-5,5.0,<30,653.9,MODERATE
40-45,>15,2-3,16-20,3.0,3.0,4.0,Sometimes,2,10-20,4+,4+,3.0,3 trips,5.0,<3,4.0,30-60,700.6,GOOD
<35,6-10,>8,16-20,1.0,1.0,2.0,Never,1,<10,4+,1,1.0,>3 trips,5.0,6-10,5.0,>2h,706.2,GOOD
35-40,1-5,>8,16-20,2.0,2.0,2.0,Rarely,None,30-45,3,None,3.0,>3 trips,1.0,3-5,1.0,30-60,618.3,MODERATE
<35,1-5,>8,>20,3.0,3.0,4.0,Sometimes,1,Unknown,1,2,3.0,1 trip,1.0,6-10,4.0,<30,686.7,MODERATE
35-40,None,4-5,>20,4.0,4.0,2.0,Often,2,20-30,1,None,4.0,1 trip,5.0,11-15,5.0,No commute,674.1,MODERATE
35-40,>15,2-3,>20,3.0,3.0,5.0,Sometimes,3,Unknown,4+,2,3.0,>3 trips,5.0,>15,5.0,30-60,794.3,GOOD
40-45,6-10,>8,11-15,5.0,5.0,2.0,Always,1,<10,3,3,5.0,3 trips,2.0,3-5,5.0,>2h,620.1,MODERATE
>50,11-15,6-8,6-10,1.0,1.0,1.0,Never,1,<10,1,1,2.0,1 trip,1.0,11-15,1.0,1-2h,642.5,MODERATE
<35,6-10,2-3,>20,1.0,1.0,3.0,Never,3,30-45,1,1,1.0,>3 trips,2.0,3-5,1.0,No commute,665.0,MODERATE
>50,1-5,>8,>20,1.0,1.0,2.0,Never,1,20-30,3,1,2.0,>3 trips,1.0,>15,2.0,No commute,656.0,MODERATE
45-50,>15,2-3,11-15,4.0,4.0,1.0,Often,1,<10,4+,1,4.0,2 trips,1.0,<3,1.0,<30,566.0,MODERATE
40-45,None,6-8,6-10,2.0,2.0,4.0,Rarely,2,>45,None,None,2.0,2 trips,2.0,3-5,5.0,No commute,697.1,MODERATE
40-45,6-10,1,16-20,3.0,3.0,4.0,Sometimes,3,20-30,3,2,3.0,>3 trips,4.0,>15,5.0,No commute,721.0,GOOD
45-50,None,>8,0-5,2.0,2.0,4.0,Rarely,None,<10,3,4+,3.0,>3 trips,1.0,3-5,4.0,No commute,632.0,MODERATE
<35,1-5,6-8,>20,4.0,4.0,3.0,Often,2,30-45,3,2,4.0,>3 trips,2.0,11-15,3.0,>2h,647.5,MODERATE
45-50,11-15,4-5,>20,2.0,2.0,2.0,Rarely,1,<10,4+,None,3.0,1 trip,1.0,3-5,1.0,No commute,606.8,MODERATE
<35,6-10,>8,0-5,1.0,1.0,4.0,Never,2,<10,4+,3,2.0,No travel,1.0,<3,1.0,30-60,594.2,MODERATE
35-40,1-5,1,>20,1.0,1.0,3.0,Never,3,>45,3,4+,1.0,1 trip,2.0,>15,2.0,No commute,669.0,MODERATE
40-45,>15,6-8,>20,4.0,4.0,4.0,Often,3,Unknown,1,4+,3.0,>3 trips,5.0,>15,4.0,<30,768.4,GOOD
<35,6-10,6-8,>20,5.0,5.0,1.0,Always,2,20-30,None,4+,4.0,1 trip,2.0,3-5,2.0,No commute,634.8,MODERATE
>50,None,2-3,0-5,2.0,2.0,5.0,Rarely,1,<10,2,None,3.0,No travel,2.0,6-10,5.0,30-60,698.7,MODERATE
>50,6-10,>8,11-15,3.0,3.0,5.0,Sometimes,1,Unknown,3,1,3.0,No travel,1.0,>15,2.0,<30,685.8,MODERATE
40-45,1-5,1,11-15,1.0,1.0,4.0,Never,4+,Unknown,3,1,1.0,No travel,3.0,>15,2.0,>2h,750.1,GOOD
45-50,1-5,4-5,0-5,3.0,3.0,2.0,Sometimes,None,Unknown,4+,1,4.0,>3 trips,1.0,>15,5.0,<30,657.7,MODERATE
